,User,Followers,Following,Hist. Dest,Number of Posts,Profile Pic 
0,nico_tatuero,51550,1792,4,221,https://scontent-eze1-1.cdninstagram.com/v/t51.2885-19/s320x320/100571500_3000824056666318_4943619104155107328_n.jpg?_nc_ht=scontent-eze1-1.cdninstagram.com&_nc_ohc=_xrp3NUpa80AX-ZcPDl&oh=d3840b804ff88c5c5775c7a04c7cd24d&oe=5F15DE55
